CD_GEOCODD;NM_DISTRIT;CD_GEOCODM;NM_MUNICIP;NM_MICRO;NM_MESO;NM_UF;CD_NIVEL;CD_CATEGOR;NM_CATEGOR;NM_LOCALID;LONG;LAT;ALT;GMRotation
110001505;ALTA FLORESTA D'OESTE;1100015;ALTA FLORESTA D'OESTE;CACOAL;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;ALTA FLORESTA D'OESTE;-61,999824;-11,935540;337,73572;0,00000
110002305;ARIQUEMES;1100023;ARIQUEMES;ARIQUEMES;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;ARIQUEMES;-63,033269;-9,908463;138,68898;0,00000
110003105;CABIXI;1100031;CABIXI;COLORADO DO OESTE;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;CABIXI;-60,544314;-13,499763;236,06316;0,00000
110004905;CACOAL;1100049;CACOAL;CACOAL;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;CACOAL;-61,442944;-11,433865;177,45355;0,00000
110005605;CEREJEIRAS;1100056;CEREJEIRAS;COLORADO DO OESTE;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;CEREJEIRAS;-60,818426;-13,195033;262,81131;0,00000
110006405;COLORADO DO OESTE;1100064;COLORADO DO OESTE;COLORADO DO OESTE;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;COLORADO DO OESTE;-60,555067;-13,130564;419,09061;0,00000
110007205;CORUMBIARA;1100072;CORUMBIARA;COLORADO DO OESTE;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;CORUMBIARA;-60,948701;-12,997520;269,17118;0,00000
110008005;COSTA MARQUES;1100080;COSTA MARQUES;GUAJAR?-MIRIM;MADEIRA-GUAPOR?;ROND»NIA;1;05;CIDADE;COSTA MARQUES;-64,231654;-12,436014;145,21390;0,00000
110009805;ESPIG?O D'OESTE;1100098;ESPIG?O D'OESTE;CACOAL;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;ESPIG?O D'OESTE;-61,020173;-11,528555;262,52723;0,00000
110010605;GUAJAR?-MIRIM;1100106;GUAJAR?-MIRIM;GUAJAR?-MIRIM;MADEIRA-GUAPOR?;ROND»NIA;1;05;CIDADE;GUAJAR?-MIRIM;-65,323952;-10,773884;133,41438;0,00000
110011405;JARU;1100114;JARU;JI-PARAN?;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;JARU;-62,476231;-10,435949;162,55133;0,00000
110012205;JI-PARAN?;1100122;JI-PARAN?;JI-PARAN?;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;JI-PARAN?;-61,945095;-10,882051;157,26267;0,00000
110013005;MACHADINHO D'OESTE;1100130;MACHADINHO D'OESTE;ARIQUEMES;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;MACHADINHO D'OESTE;-61,999593;-9,425562;144,19909;0,00000
110014805;NOVA BRASIL?NDIA D'OESTE;1100148;NOVA BRASIL?NDIA D'OESTE;ALVORADA D'OESTE;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;NOVA BRASIL?NDIA D'OESTE;-62,308230;-11,721325;259,41748;0,00000
110015505;OURO PRETO DO OESTE;1100155;OURO PRETO DO OESTE;JI-PARAN?;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;OURO PRETO DO OESTE;-62,261055;-10,723574;252,16765;0,00000
110018905;PIMENTA BUENO;1100189;PIMENTA BUENO;VILHENA;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;PIMENTA BUENO;-61,183666;-11,677537;186,17403;0,00000
110020505;PORTO VELHO;1100205;PORTO VELHO;PORTO VELHO;MADEIRA-GUAPOR?;ROND»NIA;1;05;CIDADE;PORTO VELHO;-63,831446;-8,768892;86,89542;0,00000
110025405;PRESIDENTE M?DICI;1100254;PRESIDENTE M?DICI;JI-PARAN?;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;PRESIDENTE M?DICI;-61,909439;-11,173205;178,22238;0,00000
110026205;RIO CRESPO;1100262;RIO CRESPO;ARIQUEMES;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;RIO CRESPO;-62,900010;-9,705537;124,32222;0,00000
110028805;ROLIM DE MOURA;1100288;ROLIM DE MOURA;CACOAL;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;ROLIM DE MOURA;-61,785781;-11,722259;226,71110;0,00000
110029605;SANTA LUZIA D'OESTE;1100296;SANTA LUZIA D'OESTE;CACOAL;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;SANTA LUZIA D'OESTE;-61,773305;-11,908423;265,23416;0,00000
110030405;VILHENA;1100304;VILHENA;VILHENA;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;VILHENA;-60,138584;-12,741373;595,09377;0,00000
110032005;S?O MIGUEL DO GUAPOR?;1100320;S?O MIGUEL DO GUAPOR?;ALVORADA D'OESTE;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;S?O MIGUEL DO GUAPOR?;-62,720063;-11,699490;191,08263;0,00000
110033805;NOVA MAMOR?;1100338;NOVA MAMOR?;PORTO VELHO;MADEIRA-GUAPOR?;ROND»NIA;1;05;CIDADE;NOVA MAMOR?;-65,329149;-10,411771;150,93060;0,00000
110034605;ALVORADA D'OESTE;1100346;ALVORADA D'OESTE;ALVORADA D'OESTE;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;ALVORADA D'OESTE;-62,277275;-11,344130;182,40013;0,00000
110037905;ALTO ALEGRE DOS PARECIS;1100379;ALTO ALEGRE DOS PARECIS;CACOAL;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;ALTO ALEGRE DOS PARECIS;-61,853077;-12,131777;396,56054;0,00000
110040305;ALTO PARA?SO;1100403;ALTO PARA?SO;ARIQUEMES;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;ALTO PARA?SO;-63,317629;-9,716667;128,00011;0,00000
110045205;BURITIS;1100452;BURITIS;PORTO VELHO;MADEIRA-GUAPOR?;ROND»NIA;1;05;CIDADE;BURITIS;-63,829679;-10,209805;153,17117;0,00000
110050205;NOVO HORIZONTE DO OESTE;1100502;NOVO HORIZONTE DO OESTE;CACOAL;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;NOVO HORIZONTE DO OESTE;-61,994388;-11,709743;229,51171;0,00000
110060105;CACAUL?NDIA;1100601;CACAUL?NDIA;ARIQUEMES;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;CACAUL?NDIA;-62,903190;-10,338873;161,05656;0,00000
110070005;CAMPO NOVO DE ROND»NIA;1100700;CAMPO NOVO DE ROND»NIA;PORTO VELHO;MADEIRA-GUAPOR?;ROND»NIA;1;05;CIDADE;CAMPO NOVO DE ROND»NIA;-63,624991;-10,568416;206,14894;0,00000
110080905;CANDEIAS DO JAMARI;1100809;CANDEIAS DO JAMARI;PORTO VELHO;MADEIRA-GUAPOR?;ROND»NIA;1;05;CIDADE;CANDEIAS DO JAMARI;-63,700020;-8,785021;84,75022;0,00000
110090805;CASTANHEIRAS;1100908;CASTANHEIRAS;CACOAL;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;CASTANHEIRAS;-61,949161;-11,426842;214,99539;0,00000
110092405;CHUPINGUAIA;1100924;CHUPINGUAIA;VILHENA;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;CHUPINGUAIA;-60,901848;-12,556841;340,29963;0,00000
110094005;CUJUBIM;1100940;CUJUBIM;PORTO VELHO;MADEIRA-GUAPOR?;ROND»NIA;1;05;CIDADE;CUJUBIM;-62,587175;-9,378193;110,95989;0,00000
110100505;GOVERNADOR JORGE TEIXEIRA;1101005;GOVERNADOR JORGE TEIXEIRA;JI-PARAN?;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;GOVERNADOR JORGE TEIXEIRA;-62,740458;-10,612072;201,78101;0,00000
110110405;ITAPU? DO OESTE;1101104;ITAPU? DO OESTE;PORTO VELHO;MADEIRA-GUAPOR?;ROND»NIA;1;05;CIDADE;ITAPU? DO OESTE;-63,182337;-9,191872;98,95108;0,00000
110120305;MINISTRO ANDREAZZA;1101203;MINISTRO ANDREAZZA;CACOAL;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;MINISTRO ANDREAZZA;-61,518922;-11,196238;266,29153;0,00000
110130205;MIRANTE DA SERRA;1101302;MIRANTE DA SERRA;JI-PARAN?;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;MIRANTE DA SERRA;-62,669427;-11,045609;211,81564;0,00000
110140105;MONTE NEGRO;1101401;MONTE NEGRO;ARIQUEMES;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;MONTE NEGRO;-63,295559;-10,263098;155,40034;0,00000
110143505;NOVA UNI?O;1101435;NOVA UNI?O;JI-PARAN?;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;NOVA UNI?O;-62,555089;-10,915532;241,49372;0,00000
110145005;PARECIS;1101450;PARECIS;VILHENA;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;PARECIS;-61,597998;-12,179827;296,28284;0,00000
110146805;PIMENTEIRAS DO OESTE;1101468;PIMENTEIRAS DO OESTE;COLORADO DO OESTE;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;PIMENTEIRAS DO OESTE;-61,044379;-13,476562;170,25553;0,00000
110147605;PRIMAVERA DE ROND»NIA;1101476;PRIMAVERA DE ROND»NIA;VILHENA;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;PRIMAVERA DE ROND»NIA;-61,316546;-11,825707;244,56735;0,00000
110148405;S?O FELIPE D'OESTE;1101484;S?O FELIPE D'OESTE;VILHENA;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;S?O FELIPE D'OESTE;-61,512508;-11,914389;269,72677;0,00000
110149205;S?O FRANCISCO DO GUAPOR?;1101492;S?O FRANCISCO DO GUAPOR?;GUAJAR?-MIRIM;MADEIRA-GUAPOR?;ROND»NIA;1;05;CIDADE;S?O FRANCISCO DO GUAPOR?;-63,570865;-12,063798;165,69373;0,00000
110150005;SERINGUEIRAS;1101500;SERINGUEIRAS;ALVORADA D'OESTE;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;SERINGUEIRAS;-63,038761;-11,767117;185,83088;0,00000
110155905;TEIXEIRÀPOLIS;1101559;TEIXEIRÀPOLIS;JI-PARAN?;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;TEIXEIRÀPOLIS;-62,255922;-10,932169;191,34936;0,00000
110160905;THEOBROMA;1101609;THEOBROMA;JI-PARAN?;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;THEOBROMA;-62,345146;-10,248731;191,59855;0,00000
110170805;URUP?;1101708;URUP?;JI-PARAN?;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;URUP?;-62,370632;-11,128545;197,17002;0,00000
110175705;VALE DO ANARI;1101757;VALE DO ANARI;ARIQUEMES;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;VALE DO ANARI;-62,176823;-9,851393;157,66535;0,00000
110180705;VALE DO PARA?SO;1101807;VALE DO PARA?SO;JI-PARAN?;LESTE RONDONIENSE;ROND»NIA;1;05;CIDADE;VALE DO PARA?SO;-62,134390;-10,431053;153,99447;0,00000
120001305;ACREL?NDIA;1200013;ACREL?NDIA;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;ACREL?NDIA;-67,052317;-10,073794;205,89401;0,00000
120005405;ASSIS BRASIL;1200054;ASSIS BRASIL;BRASIL?IA;VALE DO ACRE;ACRE;1;05;CIDADE;ASSIS BRASIL;-69,563459;-10,942866;234,86684;0,00000
120010405;BRASIL?IA;1200104;BRASIL?IA;BRASIL?IA;VALE DO ACRE;ACRE;1;05;CIDADE;BRASIL?IA;-68,747943;-11,016411;188,32414;0,00000
120013805;BUJARI;1200138;BUJARI;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;BUJARI;-67,951859;-9,820020;198,17420;0,00000
120017905;CAPIXABA;1200179;CAPIXABA;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;CAPIXABA;-67,673508;-10,569768;212,30331;0,00000
120020305;CRUZEIRO DO SUL;1200203;CRUZEIRO DO SUL;CRUZEIRO DO SUL;VALE DO JURU?;ACRE;1;05;CIDADE;CRUZEIRO DO SUL;-72,672531;-7,630690;183,07953;0,00000
120025205;EPITACIOL?NDIA;1200252;EPITACIOL?NDIA;BRASIL?IA;VALE DO ACRE;ACRE;1;05;CIDADE;EPITACIOL?NDIA;-68,744868;-11,028240;206,03613;0,00000
120030205;FEIJÀ;1200302;FEIJÀ;TARAUAC?;VALE DO JURU?;ACRE;1;05;CIDADE;FEIJÀ;-70,353984;-8,160248;159,82250;0,00000
120032805;JORD?O;1200328;JORD?O;TARAUAC?;VALE DO JURU?;ACRE;1;05;CIDADE;JORD?O;-71,950875;-9,193358;264,97788;0,00000
120033605;M?NCIO LIMA;1200336;M?NCIO LIMA;CRUZEIRO DO SUL;VALE DO JURU?;ACRE;1;05;CIDADE;M?NCIO LIMA;-72,916501;-7,593223;187,06600;0,00000
120034405;MANOEL URBANO;1200344;MANOEL URBANO;SENA MADUREIRA;VALE DO ACRE;ACRE;1;05;CIDADE;MANOEL URBANO;-69,259945;-8,836318;162,13382;0,00000
120035105;MARECHAL THAUMATURGO;1200351;MARECHAL THAUMATURGO;CRUZEIRO DO SUL;VALE DO JURU?;ACRE;1;05;CIDADE;MARECHAL THAUMATURGO;-72,790266;-8,953591;214,91061;0,00000
120038505;PL?CIDO DE CASTRO;1200385;PL?CIDO DE CASTRO;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;PL?CIDO DE CASTRO;-67,188260;-10,335133;129,18948;0,00000
120039305;PORTO WALTER;1200393;PORTO WALTER;CRUZEIRO DO SUL;VALE DO JURU?;ACRE;1;05;CIDADE;PORTO WALTER;-72,742334;-8,266666;201,80596;0,00000
120040105;RIO BRANCO;1200401;RIO BRANCO;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;RIO BRANCO;-67,810529;-9,978299;137,86575;0,00000
120042705;RODRIGUES ALVES;1200427;RODRIGUES ALVES;CRUZEIRO DO SUL;VALE DO JURU?;ACRE;1;05;CIDADE;RODRIGUES ALVES;-72,647855;-7,733602;189,58543;0,00000
120043505;SANTA ROSA DO PURUS;1200435;SANTA ROSA DO PURUS;SENA MADUREIRA;VALE DO ACRE;ACRE;1;05;CIDADE;SANTA ROSA DO PURUS;-70,486497;-9,443407;216,72423;0,00000
120045005;SENADOR GUIOMARD;1200450;SENADOR GUIOMARD;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;SENADOR GUIOMARD;-67,743172;-10,148174;207,92480;0,00000
120050005;SENA MADUREIRA;1200500;SENA MADUREIRA;SENA MADUREIRA;VALE DO ACRE;ACRE;1;05;CIDADE;SENA MADUREIRA;-68,655684;-9,065340;132,13303;0,00000
120060905;TARAUAC?;1200609;TARAUAC?;TARAUAC?;VALE DO JURU?;ACRE;1;05;CIDADE;TARAUAC?;-70,755501;-8,155669;172,14447;0,00000
120070805;XAPURI;1200708;XAPURI;BRASIL?IA;VALE DO ACRE;ACRE;1;05;CIDADE;XAPURI;-68,506295;-10,652072;173,28164;0,00000
120080705;PORTO ACRE;1200807;PORTO ACRE;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;PORTO ACRE;-67,540590;-9,600858;134,32279;0,00000
130002905;ALVAR?ES;1300029;ALVAR?ES;TEF?;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;ALVAR?ES;-64,813535;-3,216584;46,11601;0,00000
130006005;AMATUR?;1300060;AMATUR?;ALTO SOLIM?ES;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;AMATUR?;-68,209615;-3,366805;73,44771;0,00000
130008605;ANAM?;1300086;ANAM?;COARI;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;ANAM?;-61,405903;-3,576370;21,61375;0,00000
130010205;ANORI;1300102;ANORI;COARI;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;ANORI;-61,658955;-3,745386;20,34625;0,00000
130014405;APU?;1300144;APU?;MADEIRA;SUL AMAZONENSE;AMAZONAS;1;05;CIDADE;APU?;-59,885666;-7,197870;132,98111;0,00000
130020105;ATALAIA DO NORTE;1300201;ATALAIA DO NORTE;ALTO SOLIM?ES;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;ATALAIA DO NORTE;-70,187989;-4,366157;76,01664;0,00000
130030005;AUTAZES;1300300;AUTAZES;MANAUS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;AUTAZES;-59,133567;-3,578664;20,49155;0,00000
130040905;BARCELOS;1300409;BARCELOS;RIO NEGRO;NORTE AMAZONENSE;AMAZONAS;1;05;CIDADE;BARCELOS;-62,925670;-0,972801;35,36196;0,00000
130050805;BARREIRINHA;1300508;BARREIRINHA;PARINTINS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;BARREIRINHA;-57,067750;-2,798150;11,23461;0,00000
130060705;BENJAMIN CONSTANT;1300607;BENJAMIN CONSTANT;ALTO SOLIM?ES;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;BENJAMIN CONSTANT;-70,027348;-4,374989;69,80381;0,00000
130063105;BERURI;1300631;BERURI;COARI;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;BERURI;-61,371571;-3,894513;22,86200;0,00000
130068005;BOA VISTA DO RAMOS;1300680;BOA VISTA DO RAMOS;PARINTINS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;BOA VISTA DO RAMOS;-57,587707;-2,971727;23,01805;0,00000
130070605;BOCA DO ACRE;1300706;BOCA DO ACRE;BOCA DO ACRE;SUL AMAZONENSE;AMAZONAS;1;05;CIDADE;BOCA DO ACRE;-67,399578;-8,751243;106,76603;0,00000
130080505;BORBA;1300805;BORBA;MADEIRA;SUL AMAZONENSE;AMAZONAS;1;05;CIDADE;BORBA;-59,594559;-4,390620;29,01491;0,00000
130083905;CAAPIRANGA;1300839;CAAPIRANGA;COARI;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;CAAPIRANGA;-61,211334;-3,330093;20,16684;0,00000
130090405;CANUTAMA;1300904;CANUTAMA;PURUS;SUL AMAZONENSE;AMAZONAS;1;05;CIDADE;CANUTAMA;-64,394231;-6,529106;52,00896;0,00000
130100105;CARAUARI;1301001;CARAUARI;JURU?;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;CARAUARI;-66,896635;-4,881666;66,15796;0,00000
130110005;CAREIRO;1301100;CAREIRO;MANAUS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;CAREIRO;-60,363810;-3,822447;25,17538;0,00000
130115905;CAREIRO DA V?RZEA;1301159;CAREIRO DA V?RZEA;MANAUS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;CAREIRO DA V?RZEA;-59,826314;-3,197397;19,22856;0,00000
130120905;COARI;1301209;COARI;COARI;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;COARI;-63,142184;-4,084219;37,93995;0,00000
130130805;CODAJ?S;1301308;CODAJ?S;COARI;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;CODAJ?S;-62,063430;-3,843046;28,15537;0,00000
130140705;EIRUNEP?;1301407;EIRUNEP?;JURU?;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;EIRUNEP?;-69,866290;-6,667353;122,17440;0,00000
130150605;ENVIRA;1301506;ENVIRA;JURU?;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;ENVIRA;-70,030413;-7,439818;137,39630;0,00000
130160505;FONTE BOA;1301605;FONTE BOA;ALTO SOLIM?ES;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;FONTE BOA;-66,096503;-2,512271;58,14702;0,00000
130165405;GUAJAR?;1301654;GUAJAR?;JURU?;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;GUAJAR?;-72,582431;-7,547774;182,75125;0,00000
130170405;HUMAIT?;1301704;HUMAIT?;MADEIRA;SUL AMAZONENSE;AMAZONAS;1;05;CIDADE;HUMAIT?;-63,026698;-7,512225;55,01745;0,00000
130180305;IPIXUNA;1301803;IPIXUNA;JURU?;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;IPIXUNA;-71,694418;-7,050980;156,32796;0,00000
130185205;IRANDUBA;1301852;IRANDUBA;MANAUS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;IRANDUBA;-60,193388;-3,281054;43,22312;0,00000
130190205;ITACOATIARA;1301902;ITACOATIARA;ITACOATIARA;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;ITACOATIARA;-58,440175;-3,140379;21,65942;0,00000
130195105;ITAMARATI;1301951;ITAMARATI;JURU?;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;ITAMARATI;-68,247917;-6,437799;112,65216;0,00000
130200905;ITAPIRANGA;1302009;ITAPIRANGA;ITACOATIARA;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;ITAPIRANGA;-58,034546;-2,741843;69,26871;0,00000
130210805;JAPUR?;1302108;JAPUR?;JAPUR?;NORTE AMAZONENSE;AMAZONAS;1;05;CIDADE;JAPUR?;-66,996903;-1,880845;69,84053;0,00000
130220705;JURU?;1302207;JURU?;JURU?;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;JURU?;-66,063042;-3,474890;64,37917;0,00000
130230605;JUTA?;1302306;JUTA?;ALTO SOLIM?ES;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;JUTA?;-66,771328;-2,744646;62,14443;0,00000
130240505;L?BREA;1302405;L?BREA;PURUS;SUL AMAZONENSE;AMAZONAS;1;05;CIDADE;L?BREA;-64,794773;-7,261947;57,50731;0,00000
130250405;MANACAPURU;1302504;MANACAPURU;MANAUS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;MANACAPURU;-60,620589;-3,298278;26,96554;0,00000
130255305;MANAQUIRI;1302553;MANAQUIRI;MANAUS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;MANAQUIRI;-60,458881;-3,429080;29,48112;0,00000
130260305;MANAUS;1302603;MANAUS;MANAUS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;MANAUS;-60,023335;-3,134691;34,35633;0,00000
130270205;MANICOR?;1302702;MANICOR?;MADEIRA;SUL AMAZONENSE;AMAZONAS;1;05;CIDADE;MANICOR?;-61,299248;-5,813205;44,34631;0,00000
130280105;MARA?;1302801;MARA?;JAPUR?;NORTE AMAZONENSE;AMAZONAS;1;05;CIDADE;MARA?;-65,574284;-1,866437;47,13594;0,00000
130290005;MAU?S;1302900;MAU?S;PARINTINS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;MAU?S;-57,715034;-3,386428;24,05894;0,00000
130300705;NHAMUND?;1303007;NHAMUND?;PARINTINS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;NHAMUND?;-56,716770;-2,188984;1,00000;0,00000
130310605;NOVA OLINDA DO NORTE;1303106;NOVA OLINDA DO NORTE;ITACOATIARA;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;NOVA OLINDA DO NORTE;-59,093074;-3,887593;12,07315;0,00000
130320505;NOVO AIR?O;1303205;NOVO AIR?O;RIO NEGRO;NORTE AMAZONENSE;AMAZONAS;1;05;CIDADE;NOVO AIR?O;-60,948811;-2,623432;21,79964;0,00000
130330405;NOVO ARIPUAN?;1303304;NOVO ARIPUAN?;MADEIRA;SUL AMAZONENSE;AMAZONAS;1;05;CIDADE;NOVO ARIPUAN?;-60,377046;-5,122669;29,06356;0,00000
130340305;PARINTINS;1303403;PARINTINS;PARINTINS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;PARINTINS;-56,736292;-2,627053;17,32776;0,00000
130350205;PAUINI;1303502;PAUINI;BOCA DO ACRE;SUL AMAZONENSE;AMAZONAS;1;05;CIDADE;PAUINI;-67,002097;-7,714044;118,45832;0,00000
130353605;PRESIDENTE FIGUEIREDO;1303536;PRESIDENTE FIGUEIREDO;RIO PRETO DA EVA;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;PRESIDENTE FIGUEIREDO;-60,025647;-2,058429;58,28710;0,00000
130356905;RIO PRETO DA EVA;1303569;RIO PRETO DA EVA;RIO PRETO DA EVA;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;RIO PRETO DA EVA;-59,704738;-2,693302;34,73730;0,00000
130360105;SANTA ISABEL DO RIO NEGRO;1303601;SANTA ISABEL DO RIO NEGRO;RIO NEGRO;NORTE AMAZONENSE;AMAZONAS;1;05;CIDADE;SANTA ISABEL DO RIO NEGRO;-65,020023;-0,416695;34,12088;0,00000
130370005;SANTO ANT»NIO DO I√?;1303700;SANTO ANT»NIO DO I√?;ALTO SOLIM?ES;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;SANTO ANT»NIO DO I√?;-67,946485;-3,107486;67,35793;0,00000
130380905;S?O GABRIEL DA CACHOEIRA;1303809;S?O GABRIEL DA CACHOEIRA;RIO NEGRO;NORTE AMAZONENSE;AMAZONAS;1;05;CIDADE;S?O GABRIEL DA CACHOEIRA;-67,083643;-0,136463;61,51048;0,00000
130390805;S?O PAULO DE OLIVEN√A;1303908;S?O PAULO DE OLIVEN√A;ALTO SOLIM?ES;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;S?O PAULO DE OLIVEN√A;-68,944853;-3,466510;86,62325;0,00000
130395705;S?O SEBASTI?O DO UATUM?;1303957;S?O SEBASTI?O DO UATUM?;PARINTINS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;S?O SEBASTI?O DO UATUM?;-57,870346;-2,570153;16,93866;0,00000
130400505;SILVES;1304005;SILVES;ITACOATIARA;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;SILVES;-58,214801;-2,836427;64,01773;0,00000
130406205;TABATINGA;1304062;TABATINGA;ALTO SOLIM?ES;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;TABATINGA;-69,946244;-4,231884;63,00000;0,00000
130410405;TAPAU?;1304104;TAPAU?;PURUS;SUL AMAZONENSE;AMAZONAS;1;05;CIDADE;TAPAU?;-63,187095;-5,624224;50,65339;0,00000
130420305;TEF?;1304203;TEF?;TEF?;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;TEF?;-64,708420;-3,348372;46,58418;0,00000
130423705;TONANTINS;1304237;TONANTINS;ALTO SOLIM?ES;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;TONANTINS;-67,776482;-2,861091;66,10226;0,00000
130426005;UARINI;1304260;UARINI;TEF?;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;UARINI;-65,155346;-2,983609;42,58824;0,00000
130430205;URUCAR?;1304302;URUCAR?;PARINTINS;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;URUCAR?;-57,759828;-2,536612;17,70877;0,00000
130440105;URUCURITUBA;1304401;URUCURITUBA;ITACOATIARA;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;URUCURITUBA;-58,159641;-3,134633;23,07491;0,00000
140002705;AMAJARI;1400027;AMAJARI;BOA VISTA;NORTE DE RORAIMA;RORAIMA;1;05;CIDADE;AMAJARI;-61,420590;3,652118;107,71740;0,00000
