CD_GEOCODD;NM_DISTRIT;CD_GEOCODM;NM_MUNICIP;NM_MICRO;NM_MESO;NM_UF;CD_NIVEL;CD_CATEGOR;NM_CATEGOR;NM_LOCALID;LONG;LAT;ALT;GMRotation
240180005;BREJINHO;2401800;BREJINHO;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;BREJINHO;-35,357354;-6,192579;150,60206;0,00000
240185905;CAI√ARA DO NORTE;2401859;CAI√ARA DO NORTE;MACAU;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CAI√ARA DO NORTE;-36,055857;-5,062994;0,00000;0,00000
240190905;CAI√ARA DO RIO DO VENTO;2401909;CAI√ARA DO RIO DO VENTO;ANGICOS;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CAI√ARA DO RIO DO VENTO;-35,999790;-5,759087;171,21352;0,00000
240200605;CAICÀ;2402006;CAICÀ;SERIDÀ OCIDENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CAICÀ;-37,096489;-6,459139;165,44493;0,00000
240210505;CAMPO REDONDO;2402105;CAMPO REDONDO;BORBOREMA POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CAMPO REDONDO;-36,182505;-6,243383;467,95907;0,00000
240220405;CANGUARETAMA;2402204;CANGUARETAMA;LITORAL SUL;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CANGUARETAMA;-35,128540;-6,374925;6,73178;0,00000
240230305;CARA?BAS;2402303;CARA?BAS;CHAPADA DO APODI;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CARA?BAS;-37,553702;-5,791176;161,37423;0,00000
240240205;CARNA?BA DOS DANTAS;2402402;CARNA?BA DOS DANTAS;SERIDÀ ORIENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CARNA?BA DOS DANTAS;-36,595252;-6,560733;315,75553;0,00000
240250105;CARNAUBAIS;2402501;CARNAUBAIS;VALE DO A√U;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CARNAUBAIS;-36,834642;-5,339785;37,44051;0,00000
240260005;CEAR?-MIRIM;2402600;CEAR?-MIRIM;MACA?BA;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CEAR?-MIRIM;-35,424487;-5,640984;68,52412;0,00000
240270905;CERRO COR?;2402709;CERRO COR?;SERRA DE SANTANA;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CERRO COR?;-36,345741;-6,034827;585,35567;0,00000
240280805;CORONEL EZEQUIEL;2402808;CORONEL EZEQUIEL;BORBOREMA POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CORONEL EZEQUIEL;-36,214771;-6,383402;579,07670;0,00000
240290705;CORONEL JO?O PESSOA;2402907;CORONEL JO?O PESSOA;SERRA DE S?O MIGUEL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CORONEL JO?O PESSOA;-38,440258;-6,260112;401,93113;0,00000
240300405;CRUZETA;2403004;CRUZETA;SERIDÀ ORIENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CRUZETA;-36,791705;-6,413176;230,02923;0,00000
240310305;CURRAIS NOVOS;2403103;CURRAIS NOVOS;SERIDÀ ORIENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;CURRAIS NOVOS;-36,516219;-6,264672;348,48284;0,00000
240320205;DOUTOR SEVERIANO;2403202;DOUTOR SEVERIANO;SERRA DE S?O MIGUEL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;DOUTOR SEVERIANO;-38,373683;-6,093687;364,78297;0,00000
240325105;PARNAMIRIM;2403251;PARNAMIRIM;NATAL;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PARNAMIRIM;-35,259209;-5,910370;55,49853;0,00000
240330105;ENCANTO;2403301;ENCANTO;SERRA DE S?O MIGUEL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;ENCANTO;-38,304879;-6,111134;220,07164;0,00000
240340005;EQUADOR;2403400;EQUADOR;SERIDÀ ORIENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;EQUADOR;-36,716412;-6,945843;563,81981;0,00000
240350905;ESP?RITO SANTO;2403509;ESP?RITO SANTO;LITORAL SUL;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;ESP?RITO SANTO;-35,317091;-6,335572;57,86996;0,00000
240360805;EXTREMOZ;2403608;EXTREMOZ;NATAL;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;EXTREMOZ;-35,314025;-5,702710;44,75572;0,00000
240370705;FELIPE GUERRA;2403707;FELIPE GUERRA;CHAPADA DO APODI;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;FELIPE GUERRA;-37,691385;-5,601962;40,56397;0,00000
240375605;FERNANDO PEDROZA;2403756;FERNANDO PEDROZA;ANGICOS;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;FERNANDO PEDROZA;-36,532454;-5,696016;129,26377;0,00000
240380605;FLOR?NIA;2403806;FLOR?NIA;SERRA DE SANTANA;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;FLOR?NIA;-36,814076;-6,126952;313,90152;0,00000
240390505;FRANCISCO DANTAS;2403905;FRANCISCO DANTAS;PAU DOS FERROS;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;FRANCISCO DANTAS;-38,125650;-6,088097;222,37716;0,00000
240400205;FRUTUOSO GOMES;2404002;FRUTUOSO GOMES;UMARIZAL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;FRUTUOSO GOMES;-37,840961;-6,156233;224,92634;0,00000
240410105;GALINHOS;2404101;GALINHOS;MACAU;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;GALINHOS;-36,274640;-5,091690;4,16173;0,00000
240420005;GOIANINHA;2404200;GOIANINHA;LITORAL SUL;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;GOIANINHA;-35,217786;-6,250590;11,79985;0,00000
240430905;GOVERNADOR DIX-SEPT ROSADO;2404309;GOVERNADOR DIX-SEPT ROSADO;CHAPADA DO APODI;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;GOVERNADOR DIX-SEPT ROSADO;-37,521912;-5,458914;34,69654;0,00000
240440805;GROSSOS;2404408;GROSSOS;MOSSORÀ;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;GROSSOS;-37,157484;-4,975515;0,00000;0,00000
240450705;GUAMAR?;2404507;GUAMAR?;MACAU;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;GUAMAR?;-36,318144;-5,107363;3,87317;0,00000
240460605;IELMO MARINHO;2404606;IELMO MARINHO;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;IELMO MARINHO;-35,552829;-5,815315;72,30400;0,00000
240470505;IPANGUA√U;2404705;IPANGUA√U;VALE DO A√U;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;IPANGUA√U;-36,852875;-5,497148;19,39274;0,00000
240480405;IPUEIRA;2404804;IPUEIRA;SERIDÀ OCIDENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;IPUEIRA;-37,197856;-6,815551;211,24394;0,00000
240485305;ITAJ?;2404853;ITAJ?;VALE DO A√U;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;ITAJ?;-36,869818;-5,643548;36,93690;0,00000
240490305;ITA?;2404903;ITA?;PAU DOS FERROS;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;ITA?;-37,988269;-5,837936;161,46150;0,00000
240500905;JA√AN?;2405009;JA√AN?;BORBOREMA POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JA√AN?;-36,205593;-6,424973;658,40060;0,00000
240510805;JANDA?RA;2405108;JANDA?RA;BAIXA VERDE;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JANDA?RA;-36,130585;-5,355280;110,59419;0,00000
240520705;JANDU?S;2405207;JANDU?S;M?DIO OESTE;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JANDU?S;-37,409211;-6,016093;145,69891;0,00000
240530605;JANU?RIO CICCO;2405306;JANU?RIO CICCO;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JANU?RIO CICCO;-35,600892;-6,156098;114,97162;0,00000
240540505;JAPI;2405405;JAPI;BORBOREMA POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JAPI;-35,945935;-6,460566;288,96371;0,00000
240550405;JARDIM DE ANGICOS;2405504;JARDIM DE ANGICOS;ANGICOS;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JARDIM DE ANGICOS;-35,969954;-5,652631;135,70667;0,00000
240560305;JARDIM DE PIRANHAS;2405603;JARDIM DE PIRANHAS;SERIDÀ OCIDENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JARDIM DE PIRANHAS;-37,349218;-6,380098;145,59885;0,00000
240570205;JARDIM DO SERIDÀ;2405702;JARDIM DO SERIDÀ;SERIDÀ ORIENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JARDIM DO SERIDÀ;-36,774582;-6,586336;223,20493;0,00000
240580105;JO?O C?MARA;2405801;JO?O C?MARA;BAIXA VERDE;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JO?O C?MARA;-35,816788;-5,538423;158,59933;0,00000
240590005;JO?O DIAS;2405900;JO?O DIAS;UMARIZAL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JO?O DIAS;-37,796961;-6,276114;444,45677;0,00000
240600705;JOS? DA PENHA;2406007;JOS? DA PENHA;PAU DOS FERROS;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JOS? DA PENHA;-38,284403;-6,312688;263,49724;0,00000
240610605;JUCURUTU;2406106;JUCURUTU;VALE DO A√U;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JUCURUTU;-37,020226;-6,033419;69,87630;0,00000
240615505;JUNDI?;2406155;JUNDI?;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;JUNDI?;-35,327789;-6,269169;88,33801;0,00000
240620505;LAGOA D'ANTA;2406205;LAGOA D'ANTA;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;LAGOA D'ANTA;-35,599795;-6,391502;147,21271;0,00000
240630405;LAGOA DE PEDRAS;2406304;LAGOA DE PEDRAS;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;LAGOA DE PEDRAS;-35,433483;-6,149739;85,88035;0,00000
240640305;LAGOA DE VELHOS;2406403;LAGOA DE VELHOS;BORBOREMA POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;LAGOA DE VELHOS;-35,870699;-5,999916;149,00840;0,00000
240650205;LAGOA NOVA;2406502;LAGOA NOVA;SERRA DE SANTANA;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;LAGOA NOVA;-36,458961;-6,097669;693,29616;0,00000
240660105;LAGOA SALGADA;2406601;LAGOA SALGADA;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;LAGOA SALGADA;-35,472498;-6,125818;105,99766;0,00000
240670005;LAJES;2406700;LAJES;ANGICOS;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;LAJES;-36,242735;-5,698830;199,52330;0,00000
240680905;LAJES PINTADAS;2406809;LAJES PINTADAS;BORBOREMA POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;LAJES PINTADAS;-36,118442;-6,151432;327,99294;0,00000
240690805;LUCR?CIA;2406908;LUCR?CIA;UMARIZAL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;LUCR?CIA;-37,815633;-6,116924;212,09261;0,00000
240700505;LU?S GOMES;2407005;LU?S GOMES;SERRA DE S?O MIGUEL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;LU?S GOMES;-38,386420;-6,414028;638,63055;0,00000
240710405;MACA?BA;2407104;MACA?BA;MACA?BA;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;MACA?BA;-35,355237;-5,857237;24,40146;0,00000
240720305;MACAU;2407203;MACAU;MACAU;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;MACAU;-36,634973;-5,113368;5,07333;0,00000
240725205;MAJOR SALES;2407252;MAJOR SALES;SERRA DE S?O MIGUEL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;MAJOR SALES;-38,323455;-6,403757;297,14562;0,00000
240730205;MARCELINO VIEIRA;2407302;MARCELINO VIEIRA;PAU DOS FERROS;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;MARCELINO VIEIRA;-38,166613;-6,293550;233,11766;0,00000
240740105;MARTINS;2407401;MARTINS;UMARIZAL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;MARTINS;-37,911327;-6,096347;725,52569;0,00000
240750005;MAXARANGUAPE;2407500;MAXARANGUAPE;LITORAL NORDESTE;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;MAXARANGUAPE;-35,262075;-5,505456;16,01768;0,00000
240760905;MESSIAS TARGINO;2407609;MESSIAS TARGINO;M?DIO OESTE;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;MESSIAS TARGINO;-37,512059;-6,076498;183,16828;0,00000
240770805;MONTANHAS;2407708;MONTANHAS;LITORAL SUL;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;MONTANHAS;-35,287692;-6,482243;78,84089;0,00000
240780705;MONTE ALEGRE;2407807;MONTE ALEGRE;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;MONTE ALEGRE;-35,332099;-6,067877;55,78267;0,00000
240790605;MONTE DAS GAMELEIRAS;2407906;MONTE DAS GAMELEIRAS;BORBOREMA POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;MONTE DAS GAMELEIRAS;-35,786607;-6,439466;496,18672;0,00000
240800305;MOSSORÀ;2408003;MOSSORÀ;MOSSORÀ;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;MOSSORÀ;-37,356874;-5,193801;26,20461;0,00000
240810205;NATAL;2408102;NATAL;NATAL;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;NATAL;-35,252255;-5,750899;44,46986;0,00000
240820105;N?SIA FLORESTA;2408201;N?SIA FLORESTA;MACA?BA;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;N?SIA FLORESTA;-35,211310;-6,090714;17,63415;0,00000
240830005;NOVA CRUZ;2408300;NOVA CRUZ;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;NOVA CRUZ;-35,432300;-6,480065;102,79848;0,00000
240840905;OLHO-D'?GUA DO BORGES;2408409;OLHO-D'?GUA DO BORGES;UMARIZAL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;OLHO-D'?GUA DO BORGES;-37,711821;-5,959258;140,24766;0,00000
240850805;OURO BRANCO;2408508;OURO BRANCO;SERIDÀ ORIENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;OURO BRANCO;-36,946295;-6,699659;223,02053;0,00000
240860705;PARAN?;2408607;PARAN?;PAU DOS FERROS;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PARAN?;-38,311129;-6,485331;371,94961;0,00000
240870605;PARA?;2408706;PARA?;M?DIO OESTE;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PARA?;-37,101650;-5,777056;82,47379;0,00000
240880505;PARAZINHO;2408805;PARAZINHO;BAIXA VERDE;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PARAZINHO;-35,844990;-5,230781;78,97191;0,00000
240890405;PARELHAS;2408904;PARELHAS;SERIDÀ ORIENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PARELHAS;-36,657805;-6,688755;276,87320;0,00000
240895305;RIO DO FOGO;2408953;RIO DO FOGO;LITORAL NORDESTE;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;RIO DO FOGO;-35,384872;-5,271559;10,60866;0,00000
240910005;PASSA E FICA;2409100;PASSA E FICA;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PASSA E FICA;-35,647352;-6,429115;184,69686;0,00000
240920905;PASSAGEM;2409209;PASSAGEM;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PASSAGEM;-35,375566;-6,274442;76,53495;0,00000
240930805;PATU;2409308;PATU;UMARIZAL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PATU;-37,640102;-6,101532;235,73545;0,00000
240933205;SANTA MARIA;2409332;SANTA MARIA;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;SANTA MARIA;-35,690364;-5,838519;106,74900;0,00000
240940705;PAU DOS FERROS;2409407;PAU DOS FERROS;PAU DOS FERROS;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PAU DOS FERROS;-38,203262;-6,114732;201,10005;0,00000
240950605;PEDRA GRANDE;2409506;PEDRA GRANDE;LITORAL NORDESTE;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PEDRA GRANDE;-35,875991;-5,149387;30,30402;0,00000
240960505;PEDRA PRETA;2409605;PEDRA PRETA;ANGICOS;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PEDRA PRETA;-36,103136;-5,581909;158,58024;0,00000
240970405;PEDRO AVELINO;2409704;PEDRO AVELINO;ANGICOS;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PEDRO AVELINO;-36,385229;-5,524002;98,21198;0,00000
240980305;PEDRO VELHO;2409803;PEDRO VELHO;LITORAL SUL;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PEDRO VELHO;-35,222939;-6,433189;39,65084;0,00000
240990205;PEND?NCIAS;2409902;PEND?NCIAS;VALE DO A√U;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PEND?NCIAS;-36,719146;-5,256788;23,01963;0,00000
241000905;PIL?ES;2410009;PIL?ES;PAU DOS FERROS;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PIL?ES;-38,044443;-6,265722;244,80770;0,00000
241010805;PO√O BRANCO;2410108;PO√O BRANCO;BAIXA VERDE;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PO√O BRANCO;-35,655012;-5,618852;88,66092;0,00000
241020705;PORTALEGRE;2410207;PORTALEGRE;PAU DOS FERROS;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PORTALEGRE;-37,985195;-6,024328;644,27988;0,00000
241025605;PORTO DO MANGUE;2410256;PORTO DO MANGUE;VALE DO A√U;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PORTO DO MANGUE;-36,780538;-5,069670;4,35819;0,00000
241030605;PRESIDENTE JUSCELINO;2410306;PRESIDENTE JUSCELINO;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PRESIDENTE JUSCELINO;-35,705605;-6,104913;131,30257;0,00000
241040505;PUREZA;2410405;PUREZA;LITORAL NORDESTE;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;PUREZA;-35,562268;-5,465919;60,00495;0,00000
241050405;RAFAEL FERNANDES;2410504;RAFAEL FERNANDES;PAU DOS FERROS;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;RAFAEL FERNANDES;-38,222503;-6,186495;236,04544;0,00000
241060305;RAFAEL GODEIRO;2410603;RAFAEL GODEIRO;UMARIZAL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;RAFAEL GODEIRO;-37,715974;-6,078297;195,78911;0,00000
241070205;RIACHO DA CRUZ;2410702;RIACHO DA CRUZ;PAU DOS FERROS;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;RIACHO DA CRUZ;-37,950275;-5,935803;182,15981;0,00000
241080105;RIACHO DE SANTANA;2410801;RIACHO DE SANTANA;SERRA DE S?O MIGUEL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;RIACHO DE SANTANA;-38,314833;-6,264731;262,16708;0,00000
241090005;RIACHUELO;2410900;RIACHUELO;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;RIACHUELO;-35,826275;-5,813947;116,15546;0,00000
241100705;RODOLFO FERNANDES;2411007;RODOLFO FERNANDES;PAU DOS FERROS;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;RODOLFO FERNANDES;-38,062874;-5,787994;188,32445;0,00000
241105605;TIBAU;2411056;TIBAU;MOSSORÀ;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;TIBAU;-37,251303;-4,841437;31,93075;0,00000
241110605;RUY BARBOSA;2411106;RUY BARBOSA;BORBOREMA POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;RUY BARBOSA;-35,935484;-5,879429;168,10016;0,00000
241120505;SANTA CRUZ;2411205;SANTA CRUZ;BORBOREMA POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;SANTA CRUZ;-36,020517;-6,230076;235,96367;0,00000
241140305;SANTANA DO MATOS;2411403;SANTANA DO MATOS;SERRA DE SANTANA;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;SANTANA DO MATOS;-36,654105;-5,957727;144,64660;0,00000
241142905;SANTANA DO SERIDÀ;2411429;SANTANA DO SERIDÀ;SERIDÀ ORIENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;SANTANA DO SERIDÀ;-36,736852;-6,770152;323,14427;0,00000
241150205;SANTO ANT»NIO;2411502;SANTO ANT»NIO;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;SANTO ANT»NIO;-35,475137;-6,305174;82,06949;0,00000
241160105;S?O BENTO DO NORTE;2411601;S?O BENTO DO NORTE;MACAU;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O BENTO DO NORTE;-36,035431;-5,059501;2,38995;0,00000
241170005;S?O BENTO DO TRAIR?;2411700;S?O BENTO DO TRAIR?;BORBOREMA POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O BENTO DO TRAIR?;-36,086888;-6,344481;271,85642;0,00000
241180905;S?O FERNANDO;2411809;S?O FERNANDO;SERIDÀ OCIDENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O FERNANDO;-37,185403;-6,383861;141,90963;0,00000
241190805;S?O FRANCISCO DO OESTE;2411908;S?O FRANCISCO DO OESTE;PAU DOS FERROS;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O FRANCISCO DO OESTE;-38,169296;-6,000637;183,68863;0,00000
241200505;S?O GON√ALO DO AMARANTE;2412005;S?O GON√ALO DO AMARANTE;MACA?BA;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O GON√ALO DO AMARANTE;-35,331156;-5,789556;24,50822;0,00000
241210405;S?O JO?O DO SABUGI;2412104;S?O JO?O DO SABUGI;SERIDÀ OCIDENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O JO?O DO SABUGI;-37,204140;-6,711224;201,24889;0,00000
241220305;S?O JOS? DE MIPIBU;2412203;S?O JOS? DE MIPIBU;MACA?BA;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O JOS? DE MIPIBU;-35,240275;-6,070466;61,88537;0,00000
241230205;S?O JOS? DO CAMPESTRE;2412302;S?O JOS? DO CAMPESTRE;BORBOREMA POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O JOS? DO CAMPESTRE;-35,712115;-6,315564;162,30541;0,00000
241240105;S?O JOS? DO SERIDÀ;2412401;S?O JOS? DO SERIDÀ;SERIDÀ ORIENTAL;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O JOS? DO SERIDÀ;-36,883259;-6,448799;217,71282;0,00000
241250005;S?O MIGUEL;2412500;S?O MIGUEL;SERRA DE S?O MIGUEL;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O MIGUEL;-38,496344;-6,212343;679,36612;0,00000
241255905;S?O MIGUEL DO GOSTOSO;2412559;S?O MIGUEL DO GOSTOSO;LITORAL NORDESTE;LESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O MIGUEL DO GOSTOSO;-35,641284;-5,122857;12,76795;0,00000
241260905;S?O PAULO DO POTENGI;2412609;S?O PAULO DO POTENGI;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O PAULO DO POTENGI;-35,764370;-5,899820;92,01404;0,00000
241270805;S?O PEDRO;2412708;S?O PEDRO;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O PEDRO;-35,640311;-5,897980;58,58845;0,00000
241280705;S?O RAFAEL;2412807;S?O RAFAEL;VALE DO A√U;OESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O RAFAEL;-36,890398;-5,800934;71,48309;0,00000
241290605;S?O TOM?;2412906;S?O TOM?;BORBOREMA POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O TOM?;-36,073663;-5,973022;165,02373;0,00000
241300305;S?O VICENTE;2413003;S?O VICENTE;SERRA DE SANTANA;CENTRAL POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;S?O VICENTE;-36,688662;-6,214964;297,69979;0,00000
241310205;SENADOR ELÀI DE SOUZA;2413102;SENADOR ELÀI DE SOUZA;AGRESTE POTIGUAR;AGRESTE POTIGUAR;RIO GRANDE DO NORTE;1;05;CIDADE;SENADOR ELÀI DE SOUZA;-35,695664;-6,036226;119,68618;0,00000
